id,stusab,chariter,sequence,logrecno,b08526001,b08526002,b08526003,b08526004,b08526005,b08526006,b08526007,b08526008,b08526009,b08526010,b08526011,b08526012,b08526013,b08526014,b08526015,b08526016,b08526017,b08526018,b08526019,b08526020,b08526021,b08526022,b08526023,b08526024,b08526025,b08526026,b08526027,b08526028,b08526029,b08526030,b08526031,b08526032,b08526033,b08526034,b08526035,b08526036,b08526037,b08526038,b08526039,b08526040,b08526041,b08526042,b08526043,b08526044,b08526045,b08526046,b08526047,b08526048,b08526049,b08526050,b08526051,b08526052,b08526053,b08526054,b08526055,b08526056,b08526057,b08526058,b08526059,b08526060,b08526061,b08526062,b08526063,b08526064,b08526065,b08526066,b08526067,b08526068,b08526069,b08526070,b08526071,b08526072,b08526073,b08526074,b08526075,b08526076,b08526077,b08526078,b08526079,b08526080,b08526081,b08526082,b08526083,b08526084,b08526085,b08526086,b08526087,b08526088,b08526089,b08526090,b08526091,b08526092,b08526093,b08526094,b08526095,b08526096,b08526097,b08526098,b08526099,b08526100,b08526101,b08526102,b08526103,b08526104,b08526105,jam_flags
143,al,000,0005,0009232,499.0,0.0,76.0,161.0,11.0,21.0,30.0,0.0,35.0,0.0,144.0,3.0,8.0,10.0,0.0,481.0,0.0,76.0,161.0,11.0,21.0,30.0,0.0,35.0,0.0,126.0,3.0,8.0,10.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
144,al,000,0005,0009233,1307.0,0.0,81.0,445.0,15.0,198.0,82.0,14.0,28.0,45.0,200.0,107.0,25.0,67.0,0.0,1125.0,0.0,57.0,376.0,15.0,181.0,70.0,14.0,28.0,45.0,200.0,47.0,25.0,67.0,0.0,167.0,0.0,14.0,64.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
145,al,000,0005,0009234,2033.0,12.0,137.0,487.0,12.0,195.0,88.0,39.0,86.0,73.0,350.0,302.0,156.0,96.0,0.0,1464.0,0.0,48.0,415.0,12.0,195.0,72.0,39.0,28.0,66.0,285.0,67.0,141.0,96.0,0.0,233.0,0.0,25.0,62.0,0.0,0.0,0.0,0.0,39.0,7.0,55.0,30.0,15.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,10.0,23.0,0.0,0.0,0.0,98.0,12.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,
146,al,000,0005,0009235,1193.0,0.0,171.0,138.0,0.0,158.0,66.0,11.0,27.0,62.0,360.0,67.0,75.0,58.0,0.0,1022.0,0.0,121.0,138.0,0.0,148.0,50.0,11.0,27.0,62.0,318.0,67.0,22.0,58.0,0.0,89.0,0.0,50.0,0.0,0.0,10.0,16.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,
147,al,000,0005,0009236,5975.0,19.0,479.0,727.0,311.0,1202.0,276.0,37.0,306.0,277.0,1131.0,570.0,291.0,349.0,0.0,5036.0,2.0,305.0,663.0,252.0,1131.0,234.0,37.0,263.0,165.0,1038.0,335.0,265.0,346.0,0.0,800.0,17.0,174.0,64.0,51.0,71.0,0.0,0.0,0.0,98.0,77.0,226.0,19.0,3.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,8.0,0.0,5.0,0.0,0.0,0.0,16.0,9.0,7.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
148,al,000,0005,0009237,1122.0,0.0,55.0,20.0,43.0,164.0,0.0,49.0,53.0,140.0,433.0,15.0,106.0,44.0,0.0,912.0,0.0,53.0,14.0,13.0,150.0,0.0,49.0,43.0,57.0,410.0,15.0,73.0,35.0,0.0,44.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,10.0,71.0,23.0,0.0,17.0,9.0,0.0,
149,al,000,0005,0009238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
150,al,000,0005,0009239,675.0,4.0,44.0,10.0,0.0,117.0,92.0,3.0,15.0,51.0,93.0,38.0,59.0,146.0,3.0,553.0,0.0,28.0,10.0,0.0,93.0,66.0,3.0,15.0,46.0,93.0,17.0,36.0,143.0,3.0,79.0,0.0,16.0,0.0,0.0,10.0,20.0,0.0,0.0,5.0,0.0,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
151,al,000,0005,0009240,711.0,64.0,108.0,55.0,0.0,102.0,38.0,0.0,16.0,0.0,247.0,15.0,66.0,0.0,0.0,559.0,61.0,102.0,28.0,0.0,85.0,0.0,0.0,16.0,0.0,208.0,4.0,55.0,0.0,0.0,116.0,3.0,6.0,27.0,0.0,0.0,38.0,0.0,0.0,0.0,39.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,
152,al,000,0005,0009241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
153,al,000,0005,0009242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
154,al,000,0005,0009243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
155,al,000,0005,0009244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
156,al,000,0005,0009245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
157,al,000,0005,0009246,860.0,41.0,18.0,256.0,17.0,78.0,10.0,0.0,9.0,16.0,243.0,133.0,18.0,21.0,0.0,596.0,26.0,5.0,203.0,17.0,48.0,10.0,0.0,9.0,4.0,169.0,79.0,5.0,21.0,0.0,179.0,15.0,13.0,53.0,0.0,3.0,0.0,0.0,0.0,0.0,70.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,4.0,29.0,13.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
158,al,000,0005,0009247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
159,al,000,0005,0009248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
160,al,000,0005,0009249,2829.0,51.0,329.0,233.0,18.0,283.0,0.0,11.0,129.0,201.0,844.0,70.0,114.0,546.0,0.0,2332.0,36.0,230.0,193.0,0.0,204.0,0.0,11.0,129.0,187.0,738.0,36.0,99.0,469.0,0.0,385.0,0.0,99.0,40.0,0.0,79.0,0.0,0.0,0.0,0.0,75.0,0.0,15.0,77.0,0.0,21.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,34.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,
161,al,000,0005,0009250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
162,al,000,0005,0009251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
163,al,000,0005,0009252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
164,al,000,0005,0009253,297.0,21.0,24.0,20.0,45.0,52.0,20.0,0.0,6.0,18.0,65.0,6.0,14.0,6.0,0.0,244.0,21.0,24.0,20.0,41.0,36.0,20.0,0.0,6.0,10.0,45.0,3.0,12.0,6.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,
165,al,000,0005,0009254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
166,al,000,0005,0009255,977.0,38.0,145.0,547.0,12.0,104.0,23.0,3.0,0.0,18.0,18.0,27.0,35.0,7.0,0.0,876.0,38.0,67.0,538.0,12.0,95.0,23.0,3.0,0.0,18.0,18.0,22.0,35.0,7.0,0.0,92.0,0.0,78.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
167,al,000,0005,0009256,457.0,3.0,28.0,108.0,99.0,90.0,0.0,0.0,2.0,4.0,89.0,8.0,24.0,2.0,0.0,396.0,3.0,23.0,92.0,99.0,78.0,0.0,0.0,0.0,0.0,75.0,0.0,24.0,2.0,0.0,23.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,0.0,0.0,
168,al,000,0005,0009257,596.0,0.0,115.0,157.0,12.0,37.0,38.0,0.0,47.0,27.0,96.0,14.0,28.0,25.0,0.0,499.0,0.0,83.0,148.0,12.0,29.0,38.0,0.0,33.0,9.0,86.0,14.0,22.0,25.0,0.0,60.0,0.0,24.0,0.0,0.0,8.0,0.0,0.0,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,6.0,0.0,0.0,
169,al,000,0005,0009258,822.0,77.0,96.0,113.0,16.0,46.0,24.0,0.0,44.0,49.0,339.0,0.0,18.0,0.0,0.0,740.0,75.0,83.0,95.0,9.0,46.0,21.0,0.0,44.0,38.0,311.0,0.0,18.0,0.0,0.0,49.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,
170,al,000,0005,0009259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
171,al,000,0005,0009260,16191.0,249.0,808.0,2542.0,551.0,3009.0,974.0,75.0,855.0,747.0,3719.0,1407.0,640.0,549.0,66.0,14121.0,187.0,525.0,2309.0,502.0,2674.0,858.0,75.0,793.0,593.0,3320.0,1244.0,471.0,504.0,66.0,1734.0,51.0,227.0,215.0,49.0,292.0,70.0,0.0,53.0,108.0,329.0,126.0,169.0,45.0,0.0,24.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0,0.0,0.0,22.0,11.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,53.0,18.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,46.0,70.0,34.0,0.0,0.0,0.0,
172,al,000,0005,0009261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
173,al,000,0005,0009262,1932.0,93.0,128.0,289.0,0.0,218.0,53.0,32.0,90.0,115.0,591.0,114.0,99.0,110.0,0.0,1715.0,75.0,75.0,241.0,0.0,213.0,53.0,32.0,56.0,102.0,564.0,106.0,99.0,99.0,0.0,186.0,18.0,53.0,48.0,0.0,0.0,0.0,0.0,20.0,7.0,21.0,8.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,
174,al,000,0005,0009263,2243.0,2.0,151.0,20.0,36.0,64.0,456.0,9.0,168.0,296.0,363.0,174.0,155.0,209.0,140.0,1885.0,2.0,98.0,20.0,36.0,61.0,309.0,9.0,132.0,255.0,340.0,149.0,129.0,205.0,140.0,270.0,0.0,53.0,0.0,0.0,3.0,144.0,0.0,10.0,41.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,10.0,9.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,16.0,3.0,13.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,
175,al,000,0005,0009264,9987.0,110.0,599.0,466.0,156.0,2589.0,360.0,65.0,601.0,880.0,1574.0,1681.0,575.0,331.0,0.0,8412.0,101.0,523.0,379.0,148.0,2217.0,360.0,55.0,472.0,752.0,1269.0,1260.0,561.0,315.0,0.0,835.0,0.0,55.0,9.0,0.0,171.0,0.0,0.0,98.0,101.0,265.0,106.0,14.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,444.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,9.0,0.0,24.0,272.0,0.0,0.0,0.0,19.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,271.0,9.0,10.0,78.0,8.0,62.0,0.0,10.0,22.0,27.0,10.0,35.0,0.0,0.0,0.0,
176,al,000,0005,0009265,761.0,0.0,152.0,0.0,23.0,11.0,15.0,3.0,124.0,116.0,92.0,73.0,24.0,122.0,6.0,655.0,0.0,130.0,0.0,13.0,3.0,10.0,0.0,113.0,97.0,73.0,67.0,21.0,122.0,6.0,64.0,0.0,19.0,0.0,10.0,0.0,5.0,0.0,5.0,0.0,19.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
177,al,000,0005,0009266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
178,al,000,0005,0009267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
179,al,000,0005,0009268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
180,al,000,0005,0009269,32316.0,145.0,2801.0,6143.0,940.0,4438.0,1164.0,369.0,2370.0,2614.0,6260.0,2129.0,1696.0,1142.0,105.0,28576.0,119.0,2248.0,5314.0,874.0,4008.0,1036.0,354.0,2205.0,2181.0,5786.0,1814.0,1479.0,1053.0,105.0,3055.0,8.0,526.0,755.0,66.0,354.0,72.0,2.0,143.0,359.0,378.0,132.0,194.0,66.0,0.0,42.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,22.0,12.0,0.0,13.0,0.0,0.0,0.0,259.0,0.0,8.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,37.0,162.0,7.0,0.0,0.0,311.0,18.0,19.0,40.0,0.0,50.0,11.0,13.0,0.0,62.0,59.0,0.0,16.0,23.0,0.0,
181,al,000,0005,0009270,4235.0,20.0,124.0,822.0,152.0,640.0,231.0,41.0,336.0,177.0,828.0,431.0,293.0,105.0,35.0,3632.0,20.0,81.0,683.0,94.0,568.0,185.0,28.0,336.0,145.0,765.0,339.0,261.0,98.0,29.0,485.0,0.0,43.0,139.0,48.0,72.0,15.0,13.0,0.0,15.0,63.0,61.0,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,
182,al,000,0005,0009271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
183,al,000,0005,0009272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
184,al,000,0005,0009273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
185,al,000,0005,0009274,42218.0,138.0,2850.0,4541.0,1803.0,6683.0,2174.0,949.0,2235.0,2806.0,9913.0,4262.0,2260.0,1527.0,77.0,37330.0,115.0,2157.0,4062.0,1692.0,5969.0,2048.0,901.0,2116.0,2350.0,8952.0,3547.0,1898.0,1468.0,55.0,3420.0,8.0,589.0,367.0,62.0,517.0,87.0,32.0,53.0,277.0,735.0,407.0,244.0,42.0,0.0,122.0,0.0,0.0,9.0,0.0,10.0,0.0,8.0,3.0,5.0,38.0,3.0,46.0,0.0,0.0,205.0,0.0,3.0,27.0,7.0,31.0,2.0,4.0,0.0,47.0,8.0,52.0,19.0,5.0,0.0,704.0,4.0,77.0,47.0,8.0,75.0,37.0,0.0,19.0,52.0,100.0,236.0,18.0,9.0,22.0,437.0,11.0,24.0,29.0,34.0,81.0,0.0,4.0,44.0,75.0,80.0,17.0,35.0,3.0,0.0,
186,al,000,0005,0009275,1535.0,53.0,64.0,563.0,21.0,182.0,168.0,12.0,0.0,39.0,223.0,66.0,30.0,114.0,0.0,1238.0,53.0,48.0,390.0,21.0,167.0,143.0,12.0,0.0,37.0,177.0,61.0,15.0,114.0,0.0,251.0,0.0,16.0,169.0,0.0,15.0,0.0,0.0,0.0,0.0,46.0,5.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,
187,al,000,0005,0009276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
188,al,000,0005,0009277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
189,al,000,0005,0009278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
190,al,000,0005,0009279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
