id,stusab,chariter,sequence,logrecno,b08526001,b08526002,b08526003,b08526004,b08526005,b08526006,b08526007,b08526008,b08526009,b08526010,b08526011,b08526012,b08526013,b08526014,b08526015,b08526016,b08526017,b08526018,b08526019,b08526020,b08526021,b08526022,b08526023,b08526024,b08526025,b08526026,b08526027,b08526028,b08526029,b08526030,b08526031,b08526032,b08526033,b08526034,b08526035,b08526036,b08526037,b08526038,b08526039,b08526040,b08526041,b08526042,b08526043,b08526044,b08526045,b08526046,b08526047,b08526048,b08526049,b08526050,b08526051,b08526052,b08526053,b08526054,b08526055,b08526056,b08526057,b08526058,b08526059,b08526060,b08526061,b08526062,b08526063,b08526064,b08526065,b08526066,b08526067,b08526068,b08526069,b08526070,b08526071,b08526072,b08526073,b08526074,b08526075,b08526076,b08526077,b08526078,b08526079,b08526080,b08526081,b08526082,b08526083,b08526084,b08526085,b08526086,b08526087,b08526088,b08526089,b08526090,b08526091,b08526092,b08526093,b08526094,b08526095,b08526096,b08526097,b08526098,b08526099,b08526100,b08526101,b08526102,b08526103,b08526104,b08526105,jam_flags
1989,ca,000,0005,0000060,138442.0,2114.0,12301.0,11336.0,4426.0,18347.0,5270.0,2308.0,8692.0,10513.0,28877.0,11746.0,6980.0,10421.0,5111.0,109174.0,1239.0,9010.0,9147.0,3487.0,14779.0,4256.0,1697.0,6972.0,7698.0,23509.0,8505.0,5033.0,9358.0,4484.0,16634.0,328.0,2643.0,1763.0,545.0,1879.0,883.0,165.0,619.0,1288.0,2704.0,1737.0,927.0,680.0,473.0,1770.0,86.0,89.0,73.0,11.0,346.0,30.0,77.0,76.0,90.0,358.0,389.0,120.0,7.0,18.0,2470.0,105.0,59.0,47.0,29.0,625.0,26.0,27.0,265.0,233.0,396.0,426.0,106.0,78.0,48.0,2325.0,185.0,147.0,106.0,114.0,336.0,26.0,59.0,39.0,109.0,438.0,291.0,238.0,149.0,88.0,6069.0,171.0,353.0,200.0,240.0,382.0,49.0,283.0,721.0,1095.0,1472.0,398.0,556.0,149.0,0.0,
1990,ca,000,0005,0000061,204285.0,6127.0,17648.0,22272.0,5958.0,26815.0,6485.0,4631.0,14491.0,22954.0,39260.0,19621.0,10559.0,6940.0,524.0,151130.0,3140.0,12988.0,17074.0,4510.0,20238.0,5540.0,3507.0,11232.0,15032.0,30660.0,13718.0,7271.0,5801.0,419.0,22369.0,1330.0,3295.0,2648.0,584.0,2686.0,351.0,374.0,1024.0,2570.0,3442.0,2264.0,1165.0,614.0,22.0,3453.0,71.0,60.0,318.0,46.0,540.0,26.0,57.0,100.0,323.0,813.0,687.0,360.0,52.0,0.0,7454.0,373.0,216.0,622.0,209.0,1143.0,103.0,36.0,536.0,760.0,1363.0,1514.0,428.0,117.0,34.0,4446.0,47.0,186.0,510.0,52.0,874.0,224.0,102.0,164.0,482.0,684.0,611.0,325.0,136.0,49.0,15433.0,1166.0,903.0,1100.0,557.0,1334.0,241.0,555.0,1435.0,3787.0,2298.0,827.0,1010.0,220.0,0.0,
1991,ca,000,0005,0000062,179761.0,9314.0,13822.0,21896.0,6910.0,24528.0,7761.0,2611.0,8709.0,13943.0,40595.0,14224.0,9579.0,5762.0,107.0,145030.0,6033.0,10040.0,18874.0,5923.0,21178.0,6646.0,2154.0,7064.0,10336.0,33604.0,10904.0,7247.0,4920.0,107.0,17602.0,1222.0,2654.0,1791.0,593.0,1823.0,511.0,193.0,512.0,1525.0,3824.0,1411.0,1084.0,459.0,0.0,1146.0,91.0,19.0,65.0,15.0,112.0,48.0,13.0,0.0,69.0,267.0,385.0,62.0,0.0,0.0,4060.0,686.0,136.0,314.0,86.0,608.0,78.0,0.0,288.0,238.0,432.0,868.0,192.0,134.0,0.0,3629.0,261.0,230.0,491.0,33.0,441.0,241.0,89.0,56.0,502.0,477.0,433.0,285.0,90.0,0.0,8294.0,1021.0,743.0,361.0,260.0,366.0,237.0,162.0,789.0,1273.0,1991.0,223.0,709.0,159.0,0.0,
1992,ca,000,0005,0000063,29328.0,2326.0,2096.0,2158.0,1137.0,4259.0,1438.0,306.0,1648.0,1996.0,6278.0,2463.0,1896.0,1299.0,28.0,22803.0,1297.0,1517.0,1563.0,904.0,3687.0,1265.0,270.0,1303.0,1514.0,5098.0,1904.0,1299.0,1159.0,23.0,3366.0,706.0,372.0,306.0,174.0,273.0,60.0,25.0,92.0,189.0,539.0,160.0,397.0,73.0,0.0,261.0,55.0,0.0,50.0,0.0,57.0,0.0,0.0,16.0,0.0,55.0,20.0,0.0,8.0,0.0,723.0,41.0,53.0,42.0,25.0,127.0,21.0,0.0,39.0,33.0,80.0,250.0,0.0,7.0,5.0,490.0,20.0,72.0,113.0,9.0,40.0,37.0,0.0,38.0,15.0,100.0,14.0,11.0,21.0,0.0,1685.0,207.0,82.0,84.0,25.0,75.0,55.0,11.0,160.0,245.0,406.0,115.0,189.0,31.0,0.0,
1993,ca,000,0005,0000064,19840.0,1517.0,1341.0,1923.0,493.0,3144.0,856.0,131.0,841.0,1184.0,4002.0,1969.0,1236.0,1143.0,60.0,15292.0,910.0,999.0,1577.0,255.0,2570.0,734.0,116.0,637.0,883.0,2921.0,1660.0,950.0,1052.0,28.0,2089.0,159.0,274.0,280.0,125.0,358.0,93.0,3.0,8.0,63.0,370.0,211.0,77.0,68.0,0.0,212.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,53.0,129.0,0.0,0.0,0.0,0.0,542.0,99.0,5.0,22.0,56.0,44.0,0.0,0.0,52.0,21.0,122.0,54.0,45.0,4.0,18.0,400.0,66.0,37.0,3.0,0.0,52.0,22.0,0.0,85.0,37.0,40.0,16.0,23.0,5.0,14.0,1305.0,283.0,26.0,41.0,27.0,120.0,7.0,12.0,59.0,127.0,420.0,28.0,141.0,14.0,0.0,
1994,ca,000,0005,0000065,4677.0,351.0,437.0,276.0,31.0,591.0,107.0,202.0,168.0,216.0,1107.0,608.0,273.0,310.0,0.0,2871.0,155.0,319.0,177.0,26.0,368.0,82.0,113.0,113.0,105.0,708.0,300.0,172.0,233.0,0.0,667.0,100.0,59.0,26.0,0.0,156.0,0.0,0.0,3.0,51.0,134.0,111.0,20.0,7.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0,0.0,36.0,9.0,0.0,13.0,0.0,0.0,0.0,0.0,43.0,96.0,14.0,60.0,0.0,154.0,0.0,0.0,0.0,0.0,31.0,4.0,0.0,36.0,14.0,50.0,0.0,9.0,10.0,0.0,703.0,96.0,23.0,53.0,5.0,23.0,21.0,89.0,16.0,46.0,172.0,101.0,58.0,0.0,0.0,
1995,ca,000,0005,0000066,149571.0,24287.0,10789.0,12733.0,7288.0,16467.0,6634.0,1162.0,5962.0,9514.0,31096.0,10410.0,6652.0,6471.0,106.0,111837.0,13030.0,7930.0,10649.0,5349.0,13241.0,5584.0,951.0,4626.0,7007.0,25040.0,7598.0,5252.0,5474.0,106.0,24789.0,8264.0,2181.0,1506.0,1399.0,1947.0,604.0,18.0,717.0,1364.0,3656.0,1776.0,756.0,601.0,0.0,1148.0,142.0,21.0,30.0,3.0,134.0,10.0,18.0,15.0,149.0,210.0,349.0,16.0,51.0,0.0,2808.0,774.0,96.0,132.0,172.0,505.0,91.0,53.0,99.0,104.0,340.0,338.0,60.0,44.0,0.0,3573.0,1030.0,188.0,255.0,211.0,345.0,181.0,76.0,60.0,285.0,540.0,197.0,107.0,98.0,0.0,5416.0,1047.0,373.0,161.0,154.0,295.0,164.0,46.0,445.0,605.0,1310.0,152.0,461.0,203.0,0.0,
1996,ca,000,0005,0000067,20788.0,733.0,1801.0,1298.0,363.0,2806.0,745.0,349.0,975.0,1203.0,4197.0,3005.0,1219.0,2094.0,0.0,15650.0,545.0,1179.0,1038.0,186.0,2005.0,654.0,296.0,821.0,752.0,3444.0,2135.0,927.0,1668.0,0.0,3043.0,157.0,430.0,195.0,126.0,440.0,39.0,42.0,56.0,212.0,459.0,579.0,63.0,245.0,0.0,104.0,0.0,24.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,56.0,13.0,0.0,0.0,0.0,607.0,0.0,23.0,0.0,21.0,196.0,36.0,11.0,34.0,34.0,42.0,112.0,97.0,1.0,0.0,253.0,0.0,20.0,19.0,0.0,23.0,14.0,0.0,9.0,63.0,17.0,46.0,37.0,5.0,0.0,1131.0,31.0,125.0,46.0,30.0,131.0,2.0,0.0,55.0,142.0,179.0,120.0,95.0,175.0,0.0,
1997,ca,000,0005,0000068,331818.0,14241.0,22893.0,38273.0,11363.0,38490.0,9770.0,8007.0,28609.0,39273.0,55705.0,27999.0,17275.0,15948.0,3972.0,256793.0,7640.0,16401.0,30317.0,8903.0,31585.0,8203.0,6317.0,23397.0,28295.0,45215.0,21000.0,12926.0,13904.0,2690.0,41163.0,5446.0,4717.0,5682.0,1281.0,3257.0,702.0,585.0,2325.0,4837.0,5064.0,3272.0,2345.0,1270.0,380.0,3762.0,67.0,276.0,267.0,87.0,565.0,90.0,83.0,156.0,367.0,696.0,545.0,437.0,120.0,6.0,6837.0,362.0,119.0,410.0,164.0,1128.0,39.0,122.0,411.0,444.0,1158.0,1116.0,523.0,143.0,698.0,5132.0,276.0,400.0,589.0,158.0,473.0,166.0,94.0,295.0,545.0,596.0,944.0,219.0,253.0,124.0,18131.0,450.0,980.0,1008.0,770.0,1482.0,570.0,806.0,2025.0,4785.0,2976.0,1122.0,825.0,258.0,74.0,
1998,ca,000,0005,0000069,96136.0,2710.0,6345.0,5816.0,4322.0,11222.0,7662.0,1723.0,4446.0,7664.0,26141.0,8502.0,4204.0,5251.0,128.0,69623.0,1763.0,4829.0,4372.0,3757.0,9080.0,6359.0,1216.0,3335.0,5379.0,16471.0,5508.0,3254.0,4193.0,107.0,10583.0,658.0,1052.0,944.0,386.0,866.0,868.0,124.0,263.0,835.0,2667.0,1093.0,317.0,510.0,0.0,2679.0,39.0,35.0,12.0,0.0,226.0,120.0,33.0,18.0,155.0,1285.0,609.0,72.0,75.0,0.0,2939.0,16.0,92.0,150.0,11.0,317.0,51.0,56.0,283.0,179.0,1029.0,373.0,233.0,149.0,0.0,7344.0,109.0,195.0,148.0,121.0,590.0,253.0,165.0,243.0,434.0,3945.0,744.0,162.0,235.0,0.0,2968.0,125.0,142.0,190.0,47.0,143.0,11.0,129.0,304.0,682.0,744.0,175.0,166.0,89.0,21.0,
1999,ca,000,0005,0000070,23328.0,975.0,2193.0,1264.0,659.0,1645.0,1132.0,427.0,455.0,1983.0,5237.0,1446.0,868.0,2269.0,2775.0,17557.0,685.0,1569.0,834.0,418.0,1355.0,959.0,250.0,328.0,1338.0,4232.0,993.0,649.0,1916.0,2031.0,3384.0,211.0,511.0,272.0,209.0,137.0,134.0,62.0,7.0,205.0,442.0,260.0,61.0,200.0,673.0,103.0,0.0,0.0,31.0,11.0,0.0,0.0,0.0,0.0,35.0,0.0,11.0,0.0,15.0,0.0,626.0,5.0,0.0,12.0,0.0,70.0,28.0,0.0,21.0,43.0,197.0,95.0,89.0,15.0,51.0,401.0,24.0,0.0,17.0,0.0,42.0,9.0,0.0,7.0,100.0,44.0,17.0,0.0,121.0,20.0,1257.0,50.0,113.0,98.0,21.0,41.0,2.0,115.0,92.0,262.0,322.0,70.0,69.0,2.0,0.0,
2000,ca,000,0005,0043592,916.0,32.0,60.0,38.0,27.0,117.0,10.0,81.0,124.0,8.0,180.0,181.0,51.0,7.0,0.0,697.0,10.0,40.0,21.0,27.0,105.0,10.0,24.0,85.0,8.0,167.0,163.0,30.0,7.0,0.0,105.0,0.0,13.0,0.0,0.0,12.0,0.0,49.0,0.0,0.0,13.0,18.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,22.0,7.0,17.0,0.0,0.0,0.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,
2001,ca,000,0005,0043593,4528.0,23.0,192.0,1385.0,148.0,386.0,442.0,0.0,65.0,271.0,780.0,127.0,88.0,621.0,0.0,3490.0,23.0,116.0,990.0,133.0,375.0,358.0,0.0,31.0,206.0,519.0,109.0,75.0,555.0,0.0,594.0,0.0,56.0,300.0,15.0,11.0,73.0,0.0,0.0,31.0,82.0,18.0,8.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,42.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,128.0,0.0,20.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,253.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,34.0,34.0,163.0,0.0,0.0,11.0,0.0,
2002,ca,000,0005,0043594,10323.0,0.0,723.0,753.0,378.0,1049.0,197.0,427.0,1722.0,2190.0,1198.0,1170.0,462.0,54.0,0.0,8284.0,0.0,462.0,667.0,357.0,806.0,162.0,339.0,1518.0,1780.0,965.0,835.0,339.0,54.0,0.0,871.0,0.0,132.0,52.0,8.0,133.0,13.0,63.0,113.0,170.0,78.0,83.0,26.0,0.0,0.0,200.0,0.0,35.0,0.0,0.0,16.0,0.0,0.0,0.0,60.0,5.0,0.0,84.0,0.0,0.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,32.0,33.0,0.0,0.0,0.0,106.0,0.0,31.0,34.0,0.0,0.0,0.0,0.0,14.0,11.0,0.0,16.0,0.0,0.0,0.0,759.0,0.0,63.0,0.0,13.0,94.0,22.0,25.0,65.0,143.0,118.0,203.0,13.0,0.0,0.0,
2003,ca,000,0005,0043595,25992.0,53.0,1307.0,2249.0,887.0,2298.0,876.0,748.0,1770.0,3841.0,5355.0,2362.0,1463.0,1326.0,1457.0,17496.0,16.0,1020.0,1520.0,663.0,1459.0,671.0,543.0,926.0,2613.0,3556.0,1468.0,968.0,1000.0,1073.0,2706.0,37.0,146.0,217.0,89.0,165.0,93.0,47.0,195.0,389.0,496.0,271.0,194.0,173.0,194.0,1563.0,0.0,37.0,185.0,13.0,184.0,6.0,15.0,92.0,189.0,451.0,157.0,122.0,53.0,59.0,1502.0,0.0,0.0,10.0,0.0,328.0,0.0,20.0,265.0,41.0,447.0,248.0,119.0,17.0,7.0,706.0,0.0,49.0,105.0,0.0,48.0,79.0,18.0,8.0,26.0,192.0,89.0,34.0,11.0,47.0,2019.0,0.0,55.0,212.0,122.0,114.0,27.0,105.0,284.0,583.0,213.0,129.0,26.0,72.0,77.0,
2004,ca,000,0005,0043596,4097.0,48.0,577.0,142.0,223.0,309.0,100.0,85.0,485.0,805.0,469.0,406.0,356.0,81.0,11.0,2683.0,27.0,390.0,52.0,65.0,274.0,43.0,59.0,370.0,385.0,337.0,332.0,278.0,60.0,11.0,384.0,0.0,85.0,0.0,30.0,0.0,0.0,0.0,0.0,86.0,47.0,61.0,54.0,21.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,14.0,0.0,0.0,51.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,904.0,0.0,102.0,42.0,128.0,35.0,57.0,26.0,102.0,319.0,70.0,13.0,10.0,0.0,0.0,
2005,ca,000,0005,0043597,4851.0,61.0,273.0,200.0,153.0,533.0,81.0,122.0,256.0,706.0,1238.0,415.0,456.0,357.0,0.0,3064.0,61.0,138.0,50.0,79.0,361.0,25.0,71.0,241.0,363.0,858.0,174.0,349.0,294.0,0.0,548.0,0.0,57.0,65.0,16.0,55.0,14.0,0.0,0.0,72.0,112.0,66.0,55.0,36.0,0.0,285.0,0.0,0.0,42.0,46.0,29.0,0.0,0.0,0.0,55.0,87.0,0.0,10.0,16.0,0.0,241.0,0.0,40.0,0.0,0.0,7.0,0.0,24.0,0.0,26.0,97.0,19.0,17.0,11.0,0.0,243.0,0.0,0.0,0.0,0.0,54.0,42.0,0.0,0.0,21.0,37.0,89.0,0.0,0.0,0.0,470.0,0.0,38.0,43.0,12.0,27.0,0.0,27.0,15.0,169.0,47.0,67.0,25.0,0.0,0.0,
2006,ca,000,0005,0043598,28124.0,31.0,2746.0,2364.0,905.0,3713.0,953.0,738.0,1433.0,2637.0,6778.0,2573.0,1539.0,1705.0,9.0,21297.0,12.0,2121.0,1659.0,582.0,2969.0,798.0,619.0,1233.0,1930.0,5257.0,1847.0,849.0,1412.0,9.0,3569.0,19.0,358.0,424.0,144.0,385.0,112.0,58.0,97.0,487.0,781.0,261.0,264.0,179.0,0.0,1127.0,0.0,27.0,169.0,0.0,135.0,27.0,8.0,81.0,74.0,146.0,216.0,187.0,57.0,0.0,630.0,0.0,17.0,62.0,54.0,137.0,0.0,0.0,9.0,20.0,181.0,72.0,78.0,0.0,0.0,348.0,0.0,120.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0,27.0,103.0,44.0,31.0,0.0,1153.0,0.0,103.0,50.0,125.0,77.0,16.0,53.0,0.0,126.0,386.0,74.0,117.0,26.0,0.0,
2007,ca,000,0005,0043599,19365.0,41.0,1571.0,1893.0,875.0,1754.0,1038.0,497.0,2637.0,3689.0,3083.0,1032.0,840.0,415.0,0.0,14655.0,41.0,1230.0,1336.0,643.0,1455.0,916.0,367.0,1927.0,2660.0,2547.0,609.0,634.0,290.0,0.0,1844.0,0.0,236.0,277.0,101.0,97.0,29.0,0.0,340.0,373.0,263.0,34.0,73.0,21.0,0.0,165.0,0.0,0.0,19.0,0.0,21.0,0.0,28.0,0.0,7.0,23.0,55.0,12.0,0.0,0.0,288.0,0.0,0.0,32.0,8.0,30.0,0.0,0.0,22.0,77.0,39.0,53.0,27.0,0.0,0.0,405.0,0.0,0.0,70.0,8.0,25.0,39.0,0.0,49.0,54.0,36.0,30.0,51.0,43.0,0.0,2008.0,0.0,105.0,159.0,115.0,126.0,54.0,102.0,299.0,518.0,175.0,251.0,43.0,61.0,0.0,
2008,ca,000,0005,0043600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2009,ca,000,0005,0043601,1692.0,0.0,16.0,89.0,0.0,36.0,0.0,31.0,25.0,41.0,1335.0,77.0,29.0,13.0,0.0,1239.0,0.0,16.0,52.0,0.0,14.0,0.0,9.0,10.0,33.0,1001.0,62.0,29.0,13.0,0.0,242.0,0.0,0.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,219.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,15.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,11.0,0.0,0.0,0.0,22.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,94.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,15.0,8.0,46.0,0.0,0.0,0.0,0.0,
2010,ca,000,0005,0043602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2011,ca,000,0005,0043603,2994.0,67.0,423.0,100.0,24.0,365.0,85.0,22.0,241.0,386.0,588.0,432.0,99.0,162.0,0.0,2103.0,57.0,254.0,24.0,10.0,236.0,85.0,6.0,155.0,185.0,456.0,383.0,90.0,162.0,0.0,256.0,0.0,98.0,0.0,0.0,24.0,0.0,0.0,10.0,0.0,106.0,18.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,23.0,0.0,19.0,0.0,0.0,0.0,35.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,10.0,62.0,62.0,14.0,55.0,0.0,16.0,76.0,178.0,26.0,0.0,0.0,0.0,0.0,
2012,ca,000,0005,0043604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2013,ca,000,0005,0043605,6203.0,0.0,620.0,284.0,49.0,235.0,166.0,213.0,295.0,999.0,1751.0,588.0,749.0,233.0,21.0,3858.0,0.0,347.0,156.0,39.0,125.0,116.0,149.0,156.0,497.0,1294.0,312.0,439.0,215.0,13.0,835.0,0.0,192.0,24.0,0.0,17.0,28.0,0.0,40.0,96.0,195.0,90.0,145.0,8.0,0.0,183.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,41.0,37.0,0.0,87.0,0.0,0.0,153.0,0.0,9.0,0.0,0.0,7.0,0.0,7.0,0.0,6.0,81.0,14.0,11.0,10.0,8.0,82.0,0.0,21.0,0.0,0.0,22.0,0.0,18.0,13.0,0.0,0.0,8.0,0.0,0.0,0.0,1092.0,0.0,51.0,104.0,0.0,56.0,22.0,39.0,86.0,359.0,144.0,164.0,67.0,0.0,0.0,
2014,ca,000,0005,0043606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2015,ca,000,0005,0043607,1575.0,149.0,68.0,17.0,23.0,226.0,69.0,49.0,66.0,72.0,477.0,85.0,47.0,227.0,0.0,1187.0,90.0,42.0,0.0,23.0,167.0,65.0,49.0,44.0,38.0,367.0,67.0,23.0,212.0,0.0,133.0,17.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,34.0,37.0,18.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,16.0,23.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,29.0,0.0,24.0,0.0,0.0,79.0,26.0,3.0,17.0,0.0,22.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,
2016,ca,000,0005,0043608,1350.0,0.0,195.0,0.0,26.0,359.0,0.0,15.0,69.0,283.0,354.0,27.0,12.0,10.0,0.0,874.0,0.0,76.0,0.0,0.0,262.0,0.0,15.0,22.0,144.0,306.0,27.0,12.0,10.0,0.0,100.0,0.0,52.0,0.0,0.0,9.0,0.0,0.0,0.0,31.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,25.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,67.0,0.0,26.0,43.0,0.0,0.0,22.0,108.0,31.0,0.0,0.0,0.0,0.0,
2017,ca,000,0005,0043609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2018,ca,000,0005,0043610,3192.0,79.0,147.0,562.0,375.0,537.0,247.0,13.0,188.0,152.0,430.0,236.0,180.0,46.0,0.0,2218.0,37.0,138.0,365.0,295.0,384.0,200.0,13.0,159.0,47.0,301.0,125.0,108.0,46.0,0.0,634.0,42.0,9.0,149.0,80.0,83.0,39.0,0.0,0.0,66.0,68.0,70.0,28.0,0.0,0.0,39.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,19.0,14.0,11.0,41.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.0,0.0,0.0,0.0,0.0,70.0,8.0,0.0,10.0,25.0,27.0,0.0,44.0,0.0,0.0,
2019,ca,000,0005,0043611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
2020,ca,000,0005,0043612,177731.0,803.0,15711.0,29465.0,8478.0,16240.0,7350.0,5136.0,9610.0,17637.0,24756.0,31884.0,7302.0,3322.0,37.0,136422.0,514.0,11287.0,22961.0,7024.0,12403.0,5960.0,4367.0,7333.0,13203.0,19670.0,23826.0,5104.0,2744.0,26.0,23589.0,236.0,3493.0,4218.0,992.0,2079.0,910.0,409.0,905.0,2327.0,2509.0,4239.0,883.0,378.0,11.0,6806.0,7.0,417.0,1108.0,54.0,613.0,112.0,106.0,236.0,579.0,973.0,2060.0,495.0,46.0,0.0,3268.0,0.0,116.0,214.0,75.0,508.0,62.0,54.0,372.0,127.0,340.0,1057.0,324.0,19.0,0.0,3363.0,46.0,185.0,514.0,173.0,335.0,181.0,78.0,113.0,471.0,490.0,540.0,215.0,22.0,0.0,4283.0,0.0,213.0,450.0,160.0,302.0,125.0,122.0,651.0,930.0,774.0,162.0,281.0,113.0,0.0,
2021,ca,000,0005,0043613,4169.0,28.0,302.0,452.0,98.0,941.0,203.0,55.0,258.0,283.0,945.0,326.0,218.0,60.0,0.0,3388.0,28.0,247.0,402.0,98.0,754.0,132.0,16.0,231.0,154.0,800.0,248.0,218.0,60.0,0.0,376.0,0.0,37.0,37.0,0.0,136.0,0.0,34.0,13.0,2.0,86.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,14.0,46.0,5.0,0.0,13.0,34.0,19.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,98.0,11.0,28.0,0.0,0.0,0.0,118.0,0.0,18.0,13.0,0.0,25.0,18.0,0.0,14.0,16.0,14.0,0.0,0.0,0.0,0.0,
2022,ca,000,0005,0043614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,M
